발화문,상황
"으, 누가 토하고 안 치웠어.",disgust
몰라. 일이 다 잘 안 풀려.,sad
"그럼 다시 면접 봐야되는데, 진짜 고민이다.",anger
어제 저녁에 진짜 무서웠어.,fear
응. 너무 끔찍해.,disgust
별로. 다 개인주의야.,anger
무기력증인가?,sad
"지진 났어. 난 괜찮은데, 친구가 다쳤어.",fear
그래. 니가 낫다.,anger
괜히 매일 우울한 기분이야.,sad
근데 일이 너무 많단 말이야.,sad
응. 지금은 괜찮아.,fear
나 슬럼프인가봐.,sad
일이 너무 많다니까? 무슨 소리야.,sad
응. 많이 놀랐어.,disgust
그런가. 되는 게 하나도 없어.,sad
내 친구가 발목을 다쳤어.,fear
그래. 좋은 생각이다.,disgust
그럴까? 그냥 집에서 빈둥거릴까?,sad
그래. 그래야겠어.,disgust
그래야겠다. 고마워.,sad
"응, 알겠어.",fear
응. 허리가 콕콕 쑤시듯이 아프고 막 그런데 요새 일이 너무 많아가지고 계속 앉아만 있어가지고 그런가봐.,sad
나 내일 약속 있는데 가도 될까?,fear
응. 아직 그대로 있지.,disgust
와. 말도 마라. 진짜.,disgust
"으, 화장실에 누가 토하고 안 치웠어.",disgust
유기견을 사람들이 너무 많이 유기하는 그런 내용이었어.,disgust
응. 그건 좀 어려울 거 같애.,fear
글쎄. 만나기로 한 애가 워낙 바빠서.,fear
아이고. 그래. 물이라도 마셔야겠다.,disgust
어. 그대로 있어.,disgust
그럴까. 강남은 너무 위험할 거 같애.,fear
"아, 진짜 너무 더러워.",disgust
말씀드리려고 했는데 못 찾겠다. 어디 계신지 알아?,disgust
좋은 생각인 거 같애. 위치를 좀 바까야 될 거 같애.,fear
밥도 지금 먹었어.,sad
정말 우울하다.,sad
"아, 나 허리가 또 좀 아픈 거 같아.",sad
우울증에 걸릴 것 같애.,sad
나 요즘 허리가 아파.,sad
계속 찌르는 것처럼 아프대. 그렇게 너무 오래 앉아있어서 그런가?,sad
"유기견 다큐멘터리 봤는데, 책임감 없는 사람들이 정말 너무한 거 같애.",disgust
응. 그런 거 같아.,sad
나 요즘 허리 아파.,sad
아니. 병원에 아직 안 가봤어.,sad
아니. 아직 안 가봤어.,sad
유기견에 관한 다큐멘터리였어.,disgust
그래그래. 그래야겠다.,sad
"아니, 아직 안 가봤어.",sad
그래 알겠어. 고맙다.,sad
"유기견은 늘어나고 있는데, 유기견을 받아주는 시설이 너무 낙후 돼 있어.",disgust
그래그래. 그럴게.,sad
유기견들을 보호하는 시설이 너무 낙후돼있어.,disgust
화장실에 누가 토를 해놨어.,disgust
응. 대부분의 사람들이 그렇게 책임감 없이 버리더라고.,disgust
"2만원 남았어. 진짜 아끼고 있, 아껴 써도 2주를 어떻게 버티냐, 이거 가지고?",sad
응. 아직 안 치웠나봐.,disgust
내가 토할 것 같아.,disgust
"집에 냉장고에 남은 반찬 조금 있긴 해, 그래도. 근데 그걸로 2주를 어떻게 버티냐고!",sad
그래야 할 것 같애. 생각해줘서 고마워.,disgust
그렇지 않아도 말 했어.,disgust
나 어떻게 살지? 망했어.,sad
생활비가 없어.,sad
퇴근한지 얼마나 됐다고 또 연락 왔어!,anger
2만원 정도 있어.,sad
냉장고에 조금 있어.,sad
진짜 그래야겠다.,anger
"아니, 한 명 더 없어.",anger
알겠어. 고마워.,anger
나 어떻게 살지? 망했어.,sad
친구들 만나러. 카페.,fear
어. 2만원 밖에 안 남았어.,sad
한 번 그렇게 말해볼까?,fear
응. 반차는 조금 남아있어.,sad
그래그래. 그래야겠다.,fear
어제 저녁에 진짜 무서웠어.,fear
그래. 고마워.,fear
아니야. 어떻게 그래.,sad
힘들 거 같네. 다들 힘들어서.,sad
"요새 자꾸 무기력하고, 하는 일도 다 안 풀리고, 주변 사람들도 다 나한테 안 좋게 대하는 것 같고 그래.",sad
심장이 여전히 벌렁벌렁해.,fear
"한 번도 싸우지도 않았는데, 권태기가 왔다고 헤어지자더라고.",sad
몰라. 헤어지고 나니까 생각도 안나더라.,sad
아니. 잘 싸우지도 않았어.,sad
얼마 안 됐는데 좀 힘들다.,sad
알겠어. 고마워.,fear
괜히 매일 우울한 기분이야.,sad
아마 그런가봐.,sad
그래. 그래야겠다.,sad
괜히 매일 우울해.,sad
나도 잘 모르겠어.,sad
좀 그런거 같기도 하고.,sad
가끔 산책 가야겠다.,sad
그것도 좋을 것 같다.,sad
알겠어. 고마워.,sad
나 내일 약속 있는데 그대로 갈까?,fear
응 조금 힘들어.,fear
응. 그럴게. 그렇게 해봐야겠다.,fear
그래야하나?,fear
그러기에는 너무 일이 많다. 아휴.,sad
알겠어. 얘기해볼게.,fear
다른 데서 만나야겠다.,fear
나 내일 약속 그대로 가도 될까?,fear
"유기견 다큐멘터리 봤는데 사람들, 책임감 없는 사람들 진짜 너무하더라.",disgust
서울인데 요즘 뉴스 보니까 조금 무섭네.,fear
응. 그래야겠다.,fear
응. 중요한 약속이라 좀 힘들 것 같아.,fear
그럴까. 친구랑 한 번 연락해봐야겠다.,fear
"그 유기 동물 나오는 다큐멘터린데, 사람들이 그냥 개를 막 버리더라고.",disgust
응. 최근에 크게 늘었대.,disgust
자리가 부족해서 안락사시키는 애들이 많아.,disgust
아 그렇대. 아후 왜 키우지도 못할 개를 그렇게 데려다가서 버리는지 모르겠어.,disgust
응. 진짜 책임감 없어.,disgust
나 어떻게 살지? 망했어.,sad
조금밖에 없어.,sad
유기견에 관련된 내용이었어.,disgust
나 내일 약속 있는데 그대로 가도 될까?,fear
그런데 너무 바빠서 갈 수가 없네. 정말 아프기도 힘들어 요즘 세상은.,sad
요즘에 룸메이트가 이상하게 너무 쓰레기를 아무데나 버리고 해서 요즘 너무 룸메이트랑 자주 싸우게 돼.,anger
지금 그냥 길거리에서 방황하고 있어. 기분이 너무 안좋아서 그냥 길거리에서 하늘 보고 있어.,sad
"응. 일단 밖에 나갈 수 있으면 최대한 밖에 나가서, 컨디션 조절하고 신경을 써볼게. 그리고 오늘은 평소보다 조금 일찍 퇴근을 할 수 있을 것 같애.",sad
아니야. 난 내 잘못이 맞다고 생각해. 위로해줘서 고마운데 나는 내 잘못이 맞다고 생각하고 있어. 너무 걱정하지 마.,sad
너 내가 기르던 해피라는 강아지 알고 있지? 그 해피라는 강아지가 어제 세상을 떠났어.,sad
처음에는 너무 귀여워서 데리고 갔다가 나이들고 병들고 하면은 그저 그냥 버리고 이런 내용이었거든? 정말 무책임하고 화가 나더라.,disgust
주인으로 알았다가 버려지면 상처받고 하지. 점점 늘어나는 추세 아닐까?,disgust
그냥 답답하고 일도 하나도 안잡히네.,sad
그러게. 머리도 넘 복잡하고 하루하루가 힘드네.,sad
그래. 신경 써줘서 고마워.,sad
아. 그래도 가족밖에 없겠지.,sad
나 요즘 허리가 아픈 것 같아.,sad
할 일이 많아서 그런 것 같아.,sad
아니 바빠서 안 갔어.,sad
그래. 진짜 매너 꽝이다.,disgust
그건 좀 힘들 것 같아.,sad
알았어. 고마워.,sad
그래. 나가면서 관리하시는 분한테 얘기 해놔야 될 거 같애. 그래야지 다음 사람한테도 괜찮지. 다음사람도 놀래면 어떻게 하냐?,disgust
괜히 매일 우울한 기분이야.,sad
아무 것도 되는 게 없어.,sad
그런 것 같아.,sad
바빠서 못 할 것 같은데.,sad
"나 내일 약속 있는데, 그래도 가야 할까?",fear
사람많은 곳인데 괜찮을지 모르겠어.,fear
"아 몰라, 정말 나한테 왜 이러는지. 일 시킬 사람이 나밖에 없나 봐? 이 회사는.",anger
응 어려울 것 같아.,fear
한 번 친구랑 얘기해봐야겠어.,fear
"어, 선배가 한명 있긴 해.",anger
알았어. 고마워.,fear
"아, 진짜. 우리 아빠 어제 또 다쳤어!",anger
"아 그래, 운동도 하고 스트레칭 좀 꼭 할게. 고마워. 땡큐!",sad
"술 먹고 집에 오다가 계단에서 넘어지셨대. 아이고, 정말 대단하다, 대단해!",anger
그 정도까진 아니고 살짝 다쳤어.,anger
"일주일에 다섯번은 마신다! 대단하다, 대단해!",anger
"성격이 안 맞아서, 내 싫대.",sad
"일단은 취소를 한번 해보고, 그게 안되면 약속 장소를 명동이 아닌 좀 카페나 이런 곳으로 옮겨야 되겠어.",fear
"대단하다, 내 친구. 약속 있는데 약속도 안 지킨다.",anger
한 시간 정도 된 거 같은데.,anger
별로 안 좋아.,disgust
"종종 그래, 종종. 그래서 아이고, 미치겠다.",anger
돈이 없어!,sad
내가 요즘 진행하고 있는 프로젝트가 있는데 그게 너무 잘 안풀리고 해서 내가 요즘 슬럼프에 빠져있는 거 같애. 너무 기운이 없어.,sad
요즘에 내가 모든게 하던 일이 다 잘 안 풀리고 그래서 계속 우울한 감정이 들어서 너한테 얘기한거야.,sad
어 오늘 했어 장례.,sad
"응. 가능하다면 내가 취미를 좀 가져보려고 지금 노력 중이야. 아무 것도 안 하려면은 너무 계속 무기력해지고 우울해져서 그건 안 될 것 같고, 취미를 한번 가져보려고.",sad
응. 고마워. 너가 많이 도움이 됐어. 나는 땅콩이 데리고 최근에 계속 산책을 하려고 마음 먹고 하루에 한번 씩 산책을 해.,sad
화장실에 누가 토하고 안 치웠어.,disgust
응. 이거 어떻게 해야될까?,disgust
놀라진 않았는데 기분이 나빠.,disgust
그래. 지금부터라도 나 혼자 따로 살겠어.,anger
아니 집에 먹을거는 그래도 조금은 남아있는데 다 옛날때 만들어 놨던거라.,sad
지금 우리 가족도 최근에 너무 힘든 일이 겹쳐서 가족들도 돈이 없고 해서 어떻게 해야 될지 도저히 모르겠다. 이거를 어떻게 헤쳐나가야 될지 나는 도저히 감이 안 잡혀.,sad
이제 두 달 쯤 됐어.,sad
응 너도. 오래 앉아서 있어서 일하는 일이니까. 너도 알겠지만 계속 앉아 있으면 허리가 너무 아퍼. 허리가 어떻게 아픈 거냐면 진짜 너무 너무 아퍼.,sad
룸메와 너무 자주 싸우게 돼.,anger
청소를 너무 안 해.,anger
응 걱정해줘서 너무 고마워. 나도 시간날 때마다 앉았다 일어났다 계속 하고 허리도 계속 스트레칭 해주고 그러고 있어서 지금 좀 괜찮아졌어.,sad
화내도 똑같아.,anger
고등학교 동창이야.,anger
진지하게 고민해봐야겠어.,anger
내가 아침에 일찍 일어나서 세수할려고 화장실 공용화장실에 갔는데 누가 어제 술을 너무 많이 먹었는지 토를 하고 하나도 안 치우고 어디로 가버렸더라고.,disgust
"응. 너도 한 번 가서 봐 봐. 지금 아마 그대로 아무것도 안치우고 거기다 놔뒀을거야. 이거를 청소아줌마한테 얘기를 해서 치워야 될지, 내가 태워 치워야 되는건지 모르겠네?",disgust
"어 일단은 너도 1층 화장실은 쓰지 말고, 나도 너무 많이 놀랐거든. 그래서 나도 1층 화장실 아니고 2층 3층을 사용할까 해.",disgust
지금 밖에 혼자 있어.,sad
응. 고마워. 나도 빨리 잊어버릴게. 진짜 사람들 매너가 너무 안좋아. 자기가 토했으면 자기가 치워야지. 그래서 내가 또 따뜻한 물이라도 마시고 좀 몸을 좀 녹여야겠어.,disgust
준비할 의욕도 없어.,sad
어. 엄청 많이 놀랐어! 누가 토했는지 엄청 드러웠어.,disgust
아직 모르셔.,sad
밥맛도 없어.,sad
나는 잘하는 게 없나봐.,sad
기획안 때문에 혼났어.,sad
아니야. 또 일 해야지.,sad
오늘도 밤 새야될 거 같아.,sad
내가 더 열심히 해야지.,sad
해피가 어제 세상을 떠났어.,sad
원래 아팠는데 갑자기 더 심해졌어.,sad
"어휴, 오늘 룸메이트랑 또 싸웠어.",anger
다들 슬퍼하고 있지.,sad
너무 지저분해. 청소를 너무 안해.,anger
장례도 다 치뤘어.,sad
위로해줘서 고마워.,sad
응. 고등학교 친구였어.,anger
전화도 안받아.,anger
매번 이런 식이야.,anger
아니. 아직 부모님한텐 말씀도 못 드렸어. 또 실망하실까봐.,sad
아 청소문제 때문에.,anger
이야기 해도 바뀌는게 없어.,anger
아무것도 안 먹혀.,sad
우리 아빠 어제 또 다쳤어.,anger
술 취해서 계단에서 넘어졌어.,anger
그렇게 많이 다친 건 아니야.,anger
일주일에 5일은 마시는 것 같아.,anger
이야기를 해도 소용이 없어.,anger
고딩때부터 알던 친군데 그땐 이렇게까지 더러울줄은 몰랐지!,anger
비가 어제 세상을 떠났어.,sad
돈 문제 때문에 따로 사는게 현실적으로 쉽진 않지.,anger
퇴근한지 얼마나 됐다고 회사에서 또 연락왔어.,anger
못했어.,sad
계속 다니다간 스트레스 받아서 죽을 거 같아.,anger
위로해줘서 고마워.,sad
난 아빠랑 같이 놀고 싶었는데 아빠만 계속 다쳐. 너무해!,anger
안 그래도 다른 회사 찾아보고 있어.,anger
나 면접 또 떨어졌어.,sad
아니. 아무도 없어.,anger
그냥 아까부터 계속 집 근처야.,sad
"열심히 일해서 제출했는데, 상사한테 또 혼났어.",sad
할 일이 너무 많아서 밖에 나가서 쉴 시간도 없어.,sad
어제 저녁에 진짜 무서웠어.,fear
어제 지진 났잖아. 난리도 아니었어.,fear
지금은 아무렇지도 않아.,fear
친구가 발목을 다쳤어.,fear
"아까 대충 얘기는 했는데, 얼굴 볼 면목이 없다.",sad
나는 괜찮아. 걱정해줘서 고마워.,fear
친구가 아직 안 왔어. 너무 화가 나.,anger
밥 생각도 하나도 없어.,sad
한시간 넘게 기다렸어. 연락해도 되지도 않고.,anger
연락은 했는데 전화를 안 받아.,anger
응. 한 두 번이 아니야. 자주 그래.,anger
난 잘하는게 하나도 없나봐.,sad
으. 화장실에 누가 토하고 안 치웠어.,disgust
아빠가 또 다치셨어.,anger
아직도 그대로 있어.,disgust
술 드시고 오시다가 계단에서 또 넘어지셨어.,anger
다른 층까지 가야하고 귀찮아 죽겠네.,disgust
응. 허리는 허리만 다치셔서 생명에는 큰 지장은 없으셔.,anger
일주일에 5일은 드시니 거의 드신다고 보면 되지.,anger
다른 층 화장실 갔다 올게.,disgust
처음부터 다 다시 해야돼서 쉴 시간도 없어.,sad
가면서 말씀드리고 갈게.,disgust
"집에 온 지 10분도 안 됐는데, 회사에서 또 연락 왔다.",anger
"이직도 생각해봤는데, 그게 생각보다 쉽진 않지.",anger
그렇게 말해줘서 고맙지만 다 내가 잘못한건데 뭐.,sad
"없어. 다들 나한테만 일을 시키니, 얘기할 사람도 없다.",anger
친구들이랑 놀아야되겠어.,sad
나 요즘 허리가 아픈 것 같아.,sad
그런 거 같아. 계속 통증이 조금씩 있어.,sad
일이 바빠서 병원 갈 시간이 없어.,sad
혹시 수술 해야될까봐 겁나.,sad
어제 저녁에 지진 났는데 너도 느꼈어?,fear
알겠어. 고마워.,sad
어제 해피가 죽었어.,sad
"다치진 않았는데, 어후, 가슴이 아직도 두근두근 거려.",fear
아니 아직도 안 괜찮아. 가슴이 떨려.,fear
"같이 있던 친구는 다리를 다쳤고, 다른 사람들도 좀 많이 다친 것 같아.",fear
응 알겠어.,fear
나도 그렇고 다들 너무 슬퍼하고 있어.,sad
나 어떻게 살지? 망했어.,sad
화장실에 누가 토하고 그냥 갔어.,disgust
응 그대로 있어. 냄새나고 엄청 지저분해.,disgust
오늘 저녁에 하기로 했어.,sad
응. 속 좀 진정 시키려면 물 좀 마셔야할 거 같아.,disgust
집에도 밑반찬 조금밖에 안 남았어.,sad
벌써 말씀 드렸어.,disgust
정말 너무 마음이 아프다.,sad
너무 눈치 보여서 그렇게 못 할거 같아.,sad
요즘 허리가 너무 아파. 끊어질 것 같아.,sad
아니. 무서워서 병원엔 아직 가지도 못했어.,sad
응. 얼른 가서 검사는 해봐야 될 것 같아.,sad
"친구 만나기로 약속했는데, 얘가 아직도 안왔어!",anger
괜히 매일 우울한 기분이야.,sad
일도 잘 안풀리고 컨디션도 안좋은 거 같아.,sad
